Tweet,Sentiment
"['freaking', 'tire', 'like', 'body', 'refuse', 'move']",0
"['epic', 'fail', 'chocolate', 'fountain', 'get', 'clog']",0
"['wan', 'na', 'good', 'already']",2
"['fun', 'focus', 'group', 'participant', 'yet']",2
"['thanks', 'try', 'keep', 'chin', 'ouch']",1
"['give', 'regular', 'coke', 'instead', 'diet', 'really']",1
"['play', 'new', 'phone', 'think', 'get', 'figure']",1
"['omg', 'want', 'full', 'jb', 'hey', 'baby', 'song']",1
"['tinker', 'opensource', 'virtualbox', 'win', 'yet', 'wouldve', 'love', 'see', 'hay', 'always', 'unfortunate', 'timing', 'student']",1
"['think', 'sun', 'moon', 'god', 'way', 'remind', 'u', 'hes', 'always', 'watch', 'u']",1
"['watch', 'twilight', 'eat', 'potato', 'salad']",1
"['bed', 'cuppa', 'tv', 'husband', 'cook', 'life', 'sweet']",2
"['also', 'strategic', 'plan', 'map', 'bus', 'strategic', 'need', 'deliver', 'value', 'time', 'waterfall']",1
"['thanks', 'enjoy', 'movie', 'hope', 'well', 'te']",2
"['amumlaut', 'oh', 'im', 'sorry', 'hear']",0
"['back', 'home', 'bathing', 'kid', 'iron', 'clothes', 'hubby', 'nephew', 'graduation', 'tonight', 'remember']",1
"['glad', 'go', 'glad', 'didnt', 'leave', 'early', 'glad', 'afterpartying', 'beth', 'im', 'back']",2
['text'],1
['headache'],0
"['way', 'school', 'last', 'friday', 'high', 'school', 'ever', 'dont', 'even', 'get', 'see', 'holly', 'gabbie', 'hannah']",0
"['well', 'check', 'youtube']",1
"['cant', 'get']",0
"['clubsno', 'parties', 'spent', 'friday', 'saturday', 'night', 'workin', 'music', 'quit', 'content']",1
"['whaaaat', 'strong', 'rain', 'come', 'u', 'santa', 'clara', 'wish', 'could', 'sleep', 'get', 'attend', 'important', 'meeting']",0
"['wont', 'reply']",1
"['win', 'gps', 'post', 'prom']",2
"['watch', 'one', 'fav', 'movie', 'sparkle', 'go', 'get', 'food', 'later']",2
"['hey', 'thats', 'bug', 'martini', 'glass']",1
"['u', 'whos', 'heart', 'break', 'little', 'time', 'year', 'know', 'love', 'next', 'week', 'new', 'week']",1
"['rlly', 'dead', 'descanse', 'em', 'paz', 'luto', 'sad', 'rip']",0
"['loli', 'think', 'safe', 'say', 'alone', 'thinking']",2
"['yo', 'guy', 'want', 'make', 'road', 'trip', 'look', 'waraw', 'wait', 'long', 'taipei']",1
"['great', 'weekend', 'johnback', 'work', 'day', 'go', 'illinois', 'thurs', 'fri', 'gig', 'john']",2
"['thing', 'say', 'purple', 'prose', 'give', 'away', 'hell', 'even', 'suppose', 'mean', 'casino', 'music', 'go', 'die']",0
"['dreamwidth', 'new', 'journal', 'site', 'go', 'open', 'beta']",1
"['florida', 'nice']",2
"['im', 'get', 'cold']",1
"['bec', 'v', 'fat', 'food', 'winner', 'fat', 'food', 'weeknend', 'ill', 'beat']",1
"['im', 'sad', 'twit', 'im', 'go', 'miss', 'musiq', 'soulchild', 'anthony', 'hamilton', 'ugggghhhh', 'love']",1
"['school', 'blagh', 'yay', 'im', 'get', 'iphone', 'august']",2
"['one', 'always', 'work', 'oh', 'yeah', 'still']",1
"['oh', 'great', 'think', 'im', 'get', 'sick']",1
"['awe', 'sorry', 'probably', 'true']",2
"['idea', 'whether', 'drink', 'anymore']",1
"['sure', 'want', 'know', 'make', 'want', 'run', 'news', 'happy', 'star', 'war', 'day']",2
"['jus', 'get', 'swim', 'soon', 'ima', 'need', 'stay', 'outta', 'sun']",1
"['today', 'celebrate', 'two', 'new', 'people', 'become', 'australian', 'citizen', 'hop', 'good', 'dinner']",2
"['heeeeey', 'baby']",1
"['contemplate', 'whether', 'go', 'prom', 'listen', 'playlist', 'somethings', 'tellin', 'might', 'stephen', 'bishop']",1
"['home', 'alone', 'friday', 'night', 'doesnt', 'get', 'sad', 'folk']",0
"['back', 'fine', 'old', 'melbourne', 'town']",1
"['beez', 'im', 'heterochallenged', 'still', 'didnt', 'care', 'milk', 'think', 'bore']",0
"['treat', 'hair', 'badly', 'revenge', 'turn', 'grey', 'prematurely']",0
"['yeah', 'theyre', 'great', 'think', 'well', 'hear', 'year', 'come']",2
"['thanks', 'advice', 'go', 'doctor', 'slept', 'lot', 'yesterday', 'must', 'med']",2
"['prom', 'chaos', 'begin']",0
"['im', 'mad', 'cant', 'go', 'thatyoure', 'like', 'hour', 'away']",0
"['mozert', 'requiem', 'tonight']",1
"['miss', 'good', 'old', 'day']",0
"['birthday', 'week', 'today']",1
"['well', 'normal', 'day', 'id', 'already', 'workunfortunately', 'normal', 'day', 'mean', 'ill', 'office', 'till', 'late']",0
"['last', 'night', 'long', 'drive', 'slept', 'really', 'well', 'time', 'dinos', 'wasstraat']",2
"['wish', 'guy', 'get', 'video']",2
"['cool', 'im', 'tempt', 'see', 'feel', 'sorry', 'jb', 'though', 'hardly', 'people']",1
"['haha', 'go', 'martin', 'hi', 'fixed', 'ski', 'like', 'million', 'time']",2
"['noooo', 'favorite', 'coworker', 'get', 'new', 'job', 'marc', 'jacob', 'show', 'fair', 'dont', 'want', 'go']",0
"['bff', 'rock', 'hotel', 'california', 'song', 'stay', 'whats', 'next', 'hmmm', 'careless', 'whisper']",0
"['nice', 'one']",2
"['yes', 'hate', 'itsilly', 'boys']",0
"['btw', 'short', 'notice', 'know', 'rsvping', 'party', 'thanks', 'much', 'invitation', 'though', 'im', 'nite']",2
"['im', 'sorry', 'lol', 'waitt', 'think', 'mum', 'would', 'still', 'let', 'bday', 'stuff', 'weekend']",1
"['hey', 'thats', 'kinda', 'mean', 'dont', 'yu', 'think']",0
"['houdin', 'blind', 'faith', 'thats', 'crackup']",0
"['work', 'afternoon']",1
['inconsiderate'],0
"['aint', 'bee', 'aint', 'meya', 'heard', 'keemie']",1
"['cant', 'take']",0
"['cant', 'believe']",0
"['nooooo', 'serena', 'darrian', 'dont', 'remember', 'ive', 'wait', 'day', 'see', 'confess', 'love']",1
"['get', 'degree', 'b']",2
"['read', 'article', 'buy', 'ip', 'doesnt', 'necessary', 'mean', 'get', 'develop', 'team', 'mean']",1
"['nite', 'nite', 'fellow', 'tweeter', 'goin', 'put', 'ipod', 'listen', 'westlife', 'missin', 'guy', 'headin', 'sleep', 'early', 'start']",1
"['thanks', 'ballroom', 'dance', 'competition']",2
"['concur', 'priority', 'today', 'list']",2
"['ohh', 'shardup', 'hehe', 'hot', 'lah', 'get', 'ta', 'admeeet', 'bleh']",1
"['dad', 'feel', 'well', 'want', 'make', 'soup', 'suggestion', 'guy', 'get', 'well', 'soon', 'ayah']",0
"['date', 'hockey', 'game', 'confuse', 'theyre', 'next', 'week']",0
"['wellonly', 'one', 'week', 'left', 'holidayssad', 'sad']",0
"['karaoke', 'small', 'town', 'bar', 'wonderful', 'time']",2
"['care', 'eurovision', 'yes', 'jurybased', 'vote', 'year', 'eurovision']",2
"['nothing', 'like', 'homemade', 'paranthas', 'breakfast']",2
"['hey', 'bettiye', 'see', 'stay', 'tune', 'video', 'blog', 'hows', 'obsess', 'need', 'get', 'thru', 'exam', 'imma', 'watch']",1
"['west', 'music', 'meant', 'awesome', 'christian', 'artist']",2
"['please', 'dont', 'vote', 'sympathy', 'bgt']",0
"['love', 'birdy', 'nest', 'though', 'already', 'get', 'u', 'another', 'kind']",2
"['miss', 'lol', 'plaid', 'bud', 'haha', 'cant', 'bg', 'right']",0
"['make', 'happen', 'pu', 'n']",1
"['yall', 'say', 'trust', 'one']",1
"['oh', 'yeah', 'happy', 'mother', 'day', 'every', 'mom', 'friend', 'mom']",2
"['colleague', 'help', 'create', 'hi', 'unit', 'site', 'iweb', 'helpful', 'trash', 'code', 'cs', 'file', 'page', 'site', 'optimizing']",0
"['haha', 'wow', 'song', 'call', 'hit', 'twitter', 'lmao', 'okay', 'gnight']",2
"['jay', 'leno', 'one', 'show', 'leave', 'host', 'tonight', 'show']",1
"['fatfingered', 'coke', 'machine', 'drink', 'diet', 'pepsi', 'instead', 'diet', 'dr', 'pepper', 'wish', 'machine', 'use', 'error', 'correction']",1
"['def', 'want', 'cuddle', 'maybe', 'play', 'one', 'bc', 'far', 'away']",0
"['work', 'apparently', 'sun', 'shin', 'valid', 'excuse', 'stay', 'home']",1
"['im', 'ground', 'til', 'tomorrow', 'sorry', 'anyone', 'make', 'plan', 'itll', 'tomorrow', 'annoyed']",0
"['watch', 'fav', 'movietwo', 'play', 'game', 'ever', 'notice', 'men', 'start', 'act', 'around', 'spring', 'time', 'shante', 'smith']",2
"['hope', 'roommate', 'good', 'morning', 'without', 'tp', 'soap']",2
"['im', 'u', 'weekend', 'uk']",1
"['yeah', 'guess', 'password', 'also', 'change', 'able', 'login', 'fb', 'cahnge', 'pw', 'ufff']",1
"['yus', 'really', 'nice']",2
"['break', 'day', 'guitar', 'hero', 'metallica', 'come', 'boooooooo']",0
"['follower', 'wan', 'na', 'cool', 'follow', 'never', 'happen']",1
"['revamp', 'recording', 'studio', 'today', 'add', 'nice', 'high', 'end', 'outboard', 'gearvery', 'exit']",2
"['esl', 'doubt', 'wash', 'separately', 'normal', 'concern', 'something', 'fade', 'onto', 'white']",1
"['cancel', 'subscription', 'today', 'nzz', 'economist', 'office', 'costsavings', 'luckily', 'also', 'online', 'version']",1
"['clean', 'desk', 'ive', 'find', 'bet', 'slip', 'three', 'month', 'ago', 'stuck', 'tenner', 'newcastle', 'get', 'relegate', 'money']",1
"['fucken', 'tire', 'sunny', 'good', 'day', 'deffff']",0
"['obvious', 'holly', 'go', 'thru', 'public', 'vote', 'straight', 'away', 'sooo', 'obvious', 'aidan', 'greg', 'judge', 'neither', 'go']",1
"['awesome', 'huh', 'lol']",1
"['thank', 'chut', 'ã¯â¿â½', 'chc', 'vy', 'quã¯â¿â½', 'hik', 'chc', 'em', 'phi', 'hc', 'khã¯â¿â½a', 'ph', 'cp', 'kin', 'thc', 'khã¯â¿â½', 'gp']",2
"['hmmm', 'essens', 'award', 'would', 'fun', 'also', 'pricy']",2
"['volunteer', 'syndrome', 'indiana', 'wednesday']",1
"['want', 'katie']",1
"['filipino', 'say', 'nakuh', 'grabeh', 'like', 'sayin', 'omg']",1
"['sometimes', 'wish', 'man', 'could', 'pee', 'stand', 'scratch', 'chest', 'instead', 'lie', 'breast', 'hah']",0
"['thats', 'actually', 'fun', 'would', 'think', 'hurt', 'week', 'similar', 'experience']",0
"['good', 'morning']",2
"['feel', 'like', 'death', 'evil', 'headache', 'need', 'pack', 'drive', 'parent', 'bum']",0
"['apparently', 'star', 'war', 'day', 'today', 'may', 'th']",1
"['think', 'follow', 'friday', 'gain', 'new', 'friend', 'lose']",1
"['bring', 'fair', 'island', 'today']",1
"['startin', 'get', 'head', 'ache', 'uuuggghh']",0
"['go', 'hiddenfile', 'youre', 'think', 'youtube', 'nott', 'lol', 'hey', 'put', 'phone', 'swimming']",1
"['wish', 'wasnt', 'rain']",2
"['dont', 'leave', 'u']",1
"['feel', 'lose', 'keep', 'running', 'head', 'star', 'face', 'haha', 'basicallyheadache', 'eye', 'hurt']",0
"['anncole', 'think', 'thats', 'right', 'lol', 'please', 'follow', 'much', 'appreciate']",2
"['love', 'joan', 'river', 'say', 'family', 'first']",2
"['happy', 'mother', 'day', 'mom', 'love', 'mom']",2
"['hop', 'heal', 'anything', 'put', 'make', 'bad', 'owww']",1
"['omg', 'dont', 'blame', 'hope', 'didnt', 'hurt', 'bad']",2
"['cloudy', 'damp', 'hope', 'doesnt', 'rain', 'tonites', 'track', 'meet', 'id', 'hate', 'interview', 'rain']",2
"['one', 'estate', 'agent', 'next', 'door', 'catch', 'sing', 'along', 'wham']",1
"['actually', 'cousin']",1
"['bad', 'think', 'talk', 'today']",0
"['lokelani', 'idea']",1
['britain'],0
"['trouble', 'updating']",0
"['sound', 'input', 'computer', 'stop', 'work', 'mic', 'jack', 'usb', 'webcam', 'mic', 'doesnt', 'work', 'either', 'check', 'input', 'control']",0
"['heheh', 'qualifying', 'pretty', 'exciting', 'tho']",2
"['loveeee', 'ny', 'get', 'breakfast', 'gon', 'na', 'go', 'mimis', 'im', 'sooo', 'tiredddd', 'miss', 'odeeee', 'love']",1
"['know', 'get', 'phone', 'leave', 'giant', 'hole', 'mill', 'region', 'also', 'close']",1
"['sizzle', 'outside', 'work', 'inside', 'double']",1
"['morning', 'john', 'yes', 'however', 'diary', 'clash', 'sadly', 'cant', 'attend']",1
"['im', 'sorry', 'dont', 'understand', 'people', 'expect', 'everyone', 'react', 'thing', 'poise']",0
"['need', 'tickettttt', 'gah', 'ya', 'youve', 'get', 'reason', 'havent', 'listen', 'dear', 'elliott', 'weeksoverdue']",0
['didnt'],1
"['speaking', 'need', 'talk', 'soon']",1
"['hi', 'jonas', 'brother', 'come', 'argentina', 'la', 'otra', 'vez']",1
"['dont', 'see', 'could', 'possibly', 'another', 'choice']",0
"['oh', 'chris', 'sorry', 'mr', 'raccoon', 'obviously', 'female', 'cuz', 'female', 'specie', 'would', 'adore', 'hug', 'angel']",1
"['home', 'night', 'hang', 'mom', 'study']",1
"['im', 'research', 'nyc', 'stuff']",1
"['face', 'arm', 'tragic', 'seriously']",0
"['thats', 'im', 'drive', 'cali', 'july', 'hin', 'pleasanton']",1
"['catch', 'last', 'bit', 'later', 'jools', 'last', 'series', 'sob', 'cry']",0
"['man', 'cant', 'stop', 'freakin', 'hungry']",1
"['goodness', 'go', 'single', 'go', 'crazy', 'haha', 'like', 'single', 'much', 'wantholla']",2
"['poop', 'shirt', 'insanely', 'crack', 'screen', 'iphone', 'daaaang']",0
"['good', 'nod', 'youre', 'one', 'lol']",1
"['widescreen', 'laptop', 'rotation', 'comic', 'awesome']",2
"['haha', 'yes', 'lot', 'say', 'nekkid', 'religion']",1
"['lol', 'fine', 'way', 'weekend']",2
"['yes', 'definitely', 'pay', 'thanks', 'advice']",2
"['miss', 'puppy']",0
"['kwanghock', 'hao', 'da', 'za', 'ji', 'pa', 'miss', 'food', 'much']",0
"['omg', 'im', 'buy', 'dvd', 'yeah', 'another', 'good', 'movie', 'also', 'thank', 'movie', 'buddy']",2
"['crack', 'night', 'last', 'night', 'dont', 'think', 'ive', 'ever', 'laugh', 'much', 'nice', 'lazy', 'day', 'today', 'woop']",2
"['best', 'weekend', 'ever', 'xxxxxxxxxxxxxxxxxxxxxx']",2
"['play', 'man', 'utdkick', 'champion', 'league', 'nd', 'leglol']",1
"['glad', 'home', 'wish', 'could', 'make', 'feel', 'good']",2
"['horrible', 'day']",0
"['might', 'buy', 'ipod', 'apps', 'later', 'hmmm']",1
"['get', 'go', 'home', 'im']",1
"['dear', 'omgogmgo', 'didnt', 'see', 'go']",1
"['awesome', 'kind']",2
"['fantastic', 'weekend', 'hairdresser', 'stylish', 'luncheon', 'fabulous', 'girlie', 'night', 'wine', 'cheese', 'chocolatesand', 'dance', 'till', 'morning']",2
"['iam', 'eat', 'pizza', 'want', 'haha']",1
"['well', 'greatly', 'appreciate', 'comment', 'mean', 'lot', 'im', 'work', 'themwork', 'progress', 'know']",2
"['hmmm', 'thought', 'sleep', 'bad', 'cant', 'see', 'video', 'tomorrow', 'night']",0
"['haha', 'nice', 'know', 'im', 'alone', 'work', 'bbc', 'cant', 'see']",2
"['haha', 'love', 'two', 'girl']",2
"['twee', 'tweetlol']",1
"['sorry', 'chili', 'cheese', 'dog', 'without']",0
"['brittany', 'move']",1
"['oh', 'today', 'suck']",0
"['grad', 'present', 'photo', 'facebook']",1
"['lol', 'thanks']",2
"['kymonkey', 'hope', 'amazing', 'day', 'today', 'monkey', 'deserve', 'cheat', 'dew', 'look', 'picture', 'lol', 'happy', 'bday']",2
"['hi', 'name', 'chelsea', 'respect', 'opinion', 'come', 'dwts', 'great']",2
"['lay', 'bed', 'boreddddd', 'look', 'old', 'cookbook', 'new', 'recipe']",0
"['sit', 'chloes', 'little', 'trike', 'thingo', 'girraffe', 'ill', 'probobly', 'get', 'yell', 'next', 'minute', 'ohhh', 'well']",1
"['geometry', 'boring', 'waste', 'time', 'minute', 'leave']",0
"['cant', 'find', 'red', 'lighter', 'remind', 'amy']",1
"['sure', 'willl']",1
"['hate', 'sat', 'around', 'alone', 'friday', 'night', 'big', 'sad', 'old', 'loser']",0
"['good', 'luck', 'keep', 'rockin']",2
"['uppercut', 'old', 'man', 'thing', 'say']",1
"['itts', 'big', 'time', 'saturday', 'night', 'play', 'canasta', 'movie', 'thenpsych', 'homework', 'stay', 'shiny', 'love', 'everybody']",2
"['om', 'paint', 'fingernail', 'green', 'oh', 'happens', 'paint', 'green', 'marvelous']",2
"['bear', 'barn', 'would', 'like', 'hay', 'youtube', 'mother', 'song']",1
"['pick', 'blackberry', 'middle', 'street', 'crushed']",0
"['get', 'dark', 'red', 'hair', 'dye', 'go', 'get', 'bleach']",1
"['book', 'ticket', 'london', 'thursday', 'im', 'exicted']",2
"['thats', 'exactly', 'feel', 'hope', 'start', 'feel', 'good', 'soon']",2
"['hope', 'find', 'store', 'take', 'u']",1
"['everyone', 'get', 'buckonellen', 'one', 'topic', 'thing']",1
"['ah', 'doesnt', 'work', 'want', 'say', 'love', 'beach', 'girl', 'guy', 'ace', 'england', 'love']",2
"['cant', 'wait', 'thing']",2
"['look', 'like', 'alison']",1
"['make', 'breakfast']",1
"['perhaps', 'minday', 'morning']",1
"['im', 'totally', 'gut', 'end', 'foot', 'cast', 'today', 'cant', 'travel', 'nottingham', 'see', 'guy']",0
"['reminder', 'hydra', 'client', 'check', 'email', 'important', 'account', 'update']",1
"['finallyy', 'cleann', 'layn', 'time', 'bed', 'goshh', 'oclock', 'lol', 'nite', 'nite', 'twitta', 'head']",1
"['sick', 'life', 'im', 'never', 'go', 'good', 'want', 'need', 'xoxoxo']",0
"['dont', 'like', 'possibility', 'left', 'side', 'brain', 'hurting', 'thing', 'call', 'vp', 'shunt', 'possible', 'death']",0
"['official', 'twilight', 'saga', 'endedsighmy', 'life', 'empty']",1
"['feel', 'good', 'happen', 'today', 'day', 'go', 'friend', 'tonight']",2
"['oh', 'totally', 'forget', 'play', 'today']",0
"['good', 'morning', 'gym', 'go']",2
"['ugh', 'cant', 'breathe', 'right', 'today']",0
"['yay', 'suppose', 'next', 'weekend', 'ima', 'make', 'therei', 'philly']",2
"['soo', 'happy', 'frustrate', 'time', 'ohh', 'noo', 'britney', 'record', 'new', 'video', 'radar', 'sooo', 'exxciiteed']",2
"['wan', 'na', 'know', 'whats', 'bad', 'coworker', 'brew', 'fresh', 'cup', 'coffee', 'think', 'bacon']",0
"['oh', 'cool', 'ok', 'head', 'laydown', 'put', 'ice', 'heep', 'swell', 'feel', 'really', 'bad']",0
"['chris', 'sab', 'comme', 'estas']",0
"['many', 'attempt', 'cant', 'figure', 'put', 'pic', 'avatar', 'tell', 'pic', 'big', 'frustrate', 'tryingsorry']",0
"['yeah', 'much', 'prefer', 'tweetdeck', 'must', 'multiple', 'account']",2
"['dye', 'hair']",1
"['im', 'stick', 'boo', 'jeeeez', 'shoot']",0
"['use', 'newsfire', 'work', 'like', 'charm']",2
"['look', 'endometriosis', 'oy']",0
"['im', 'give', 'dont', 'care', 'mess', 'life']",0
['shareeee'],1
"['need', 'yummy', 'breakfast', 'shift']",2
"['happy', 'mother', 'day', 'grow', 'happy', 'lil', 'prego', 'smut', 'lol', 'play', 'everyone', 'love', 'happy', 'mother', 'day', 'god', 'bless']",2
"['love', 'mom', 'dad', 'come', 'visit', 'nothin', 'good']",1
"['love', 'great', 'job']",2
"['dad', 'say', 'trip', 'uk', 'cancel', 'due', 'da', 'swine', 'flu', 'ooops', 'sorry', 'abang']",0
"['want', 'alexis', 'bledel', 'back', 'screen', 'every', 'thursday', 'night']",1
"['give', 'birth', 'screamer', 'hate', 'scream', 'child', 'guess', 'hate', 'scream', 'child', 'besides']",0
"['earth', 'happen', 'wentworths', 'page', 'im', 'devastate', 'im', 'sure', 'hi', 'fan']",0
"['wordsaftersex', 'ow', 'rug', 'burn']",1
"['place', 'find', 'youre', 'home', 'marilyn', 'seria', 'beach']",1
"['get', 'wiff', 'pazik', 'fart']",0
"['feel', 'good', 'head', 'work', 'bad', 'shift', 'fun', 'dont', 'feel', 'well', 'hope', 'go', 'fast']",0
"['hahaha', 'snore']",2
"['wait', 'till', 'vacation', 'end', 'shud', 'cycle', 'lot']",1
"['time', 'house', 'chore', 'ugh']",0
"['come', 'home', 'boring']",0
"['cute', 'go', 'daddy']",2
"['john', 'amazing', 'book', 'need', 'brighten', 'mood']",2
"['cant', 'sleepi', 'keep', 'think', 'puppy', 'played', 'today']",1
"['nvm', 'get', 'ur', 'message', 'ur', 'sick']",1
"['happy', 'mother', 'day', 'take', 'mum', 'dinner', 'one', 'favourite', 'restaurant', 'glenelg']",2
"['notthebest', 'weekendbut', 'oh', 'welli', 'right', 'sad']",0
"['sit', 'homeneed', 'price', 'garage', 'sale', 'itemsbut', 'help', 'boring']",0
"['thanks', 'end', 'go', 'makino', 'chaya']",2
"['love', 'host', 'lmao']",2
"['apparently', 'havent', 'try', 'site', 'tho', 'maybe', 'get', 'good', 'result']",2
"['noooo', 'summer', 'wont', 'see', 'charm', 'little', 'face', 'summer']",0
"['know', 'cowboy', 'hat', 'pic', 'make', 'smile', 'today', 'dont', 'see', 'many', 'japan']",2
"['im', 'super', 'hungry', 'wait', 'biotch', 'fee']",1
"['see', 'love', 'club', 'actually', 'make']",1
"['wait', 'wind', 'hair', 'would', 'illegal', 'would', 'never', 'break', 'law', 'never']",2
"['youre', 'one', 'surprise', 'freetds', 'utf', 'dont', 'work', 'youll', 'get', 'right', 'eventually']",2
"['wonderful', 'dayi', 'go', 'sleep', 'well', 'tonight']",2
"['morning', 'sunshine']",1
"['yes', 'nice', 'miss', 'lot', 'fun', 'exam', 'look', 'goodhair']",1
"['hopefully', 'ill', 'get', 'see', 'htb', 'next', 'week', 'la', 'really', 'soon', 'cant', 'wait']",2
"['really', 'want', 'go', 'see', 'ai', 'tonight']",1
"['feel', 'strong', 'contraction', 'want', 'go']",1
"['pare', 'hi', 'collection', 'portrait', 'bangbang']",1
['itttt'],1
"['list', 'bananas', 'leave', 'europe', 'boooo']",1
"['well', 'thats', 'even', 'bad', 'cuz', 'get', 'hurt', 'everyone', 'pain', 'poor', 'stephen', 'smushed', 'twitter']",0
"['sweeny', 'todd', 'deadset', 'one', 'best', 'movie', 'time']",2
"['finally', 'manage', 'catch', 'boyfriend', 'skype', 'sooo', 'happy']",2
"['oh', 'dont', 'really', 'much', 'opinion', 'either', 'way', 'night', 'rip', 'everything']",1
"['got', 'much', 'nite', 'b', 'bore', 'bath', 'still', 'hav', 'wash', 'dry', 'straight', 'hair', 'get', 'clothes', 'ready', 'etc']",1
"['much', 'well']",0
"['try', 'listenin', 'music', 'half', 'hour', 'try', 'readin', 'really', 'boring', 'bookstill', 'wide', 'awake']",0
"['know', 'anne', 'judy']",1
"['workman', 'extend', 'block', 'cant', 'start', 'early', 'surely', 'already', 'theyre', 'make', 'racket', 'wake']",1
"['lpz', 'yeah', 'text', 'wnat', 'go', 'car', 'break']",0
"['wait', 'danny', 'text', 'back', 'xoxo']",1
"['fun', 'nitei', 'pleasantly', 'surprised']",2
"['teratoma', 'cavity', 'experience', 'malepattern', 'baldness']",0
"['lucy', 'hat', 'gweg']",0
"['oh', 'whats']",1
"['ok', 'post', 'rny', 'girl', 'learn', 'rich', 'sugary', 'food', 'bad', 'idea', 'golden', 'graham', 'bar', 'vending', 'machine', 'bleck']",0
"['find', 'husband', 'grandma', 'fell', 'stair', 'hospital', 'several', 'broken', 'bonespraying', 'hard']",0
"['quick', 'thought', 'tire', 'happy', 'satisfied', 'entertain', 'excited', 'oh', 'bit', 'love']",1
"['im', 'way', 'hungry', 'even', 'think', 'cant', 'go', 'work', 'empty', 'stomach', 'like']",1
"['unless', 'mean', 'hour', 'week', 'use', 'sleep', 'yeah', 'suppose', 'could', 'use']",1
"['im', 'eat', 'slider', 'barjohnnys', 'theyre', 'pork', 'tho', 'beef', 'still', 'search']",1
"['henrie', 'youwhat', 'doinganswer', 'plz']",1
['weird'],0
"['arrogant', 'tap', 'oregon']",0
['day'],0
"['one', 'sunday', 'night', 'helsinki', 'hadnt', 'drink', 'anything', 'xd', 'yeah', 'right']",1
"['morning', 'im', 'ready', 'weeee', 'sunday']",1
"['gon', 'na', 'text', 'ask', 'puff', 'meant']",1
"['friend', 'go', 'sushi', 'movie', 'laughter', 'need', 'fun']",2
"['yeah', 'late', 'hun', 'lol']",1
"['woe', 'definitely', 'fun', 'travel', 'first', 'class', 'bike', 'fight', 'way', 'coach', 'til', 'reach', 'seat']",0
"['im', 'see', 'quite', 'protofurries', 'think', 'acen']",1
"['bore', 'ugh', 'come', 'back']",0
"['haha', 'like', 'youre', 'actually', 'say', 'thanks', 'bot', 'never', 'look', 'like']",2
"['thats', 'bad', 'affect', 'language', 'run', 'jvm', 'bad']",0
"['inability', 'manage', 'money', 'tough', 'job', 'market', 'theyre', 'get', 'behind', 'bill', 'saving', 'bad']",0
"['run', 'moonday', 'bad', 'fb']",1
"['much', 'know', 'come', 'thursday', 'right', 'door', 'sale']",1
"['yep', 'exactly', 'im', 'really', 'sad', 'touri', 'know', 'im', 'gon', 'na', 'cry', 'last', 'mg']",0
"['one', 'cherry', 'dr', 'pepper', 'leave', 'fridgethank', 'god', 'im', 'addict', 'stuff', 'sad', 'thing', 'skin']",1
"['lawrence', 'forget', 'something', 'morning', 'nearly', 'run', 'bottom', 'hill', 'warm', 'shop']",0
"['hey', 'rdacla', 'presentation', 'large', 'post', 'sorry', 'rule', 'entity', 'catalogue', 'rda', 'live']",0
"['safer', 'say', 'cube', 'sphere', 'roll', 'buddy', 'awesome', 'time', 'esp', 'st', 'one']",2
"['rankin', 'soy', 'bean', 'teets', 'soy', 'milk', 'milk']",1
"['disapointedgood', 'evans', 'sound', 'really', 'bad', 'tune', 'britainsgottalent']",0
"['way', 'driver', 'train']",1
"['im', 'baby', 'girl', 'next', 'day', 'think', 'im', 'gon', 'na', 'keep', 'handy', 'funny', 'stuff']",1
"['kellie', 'major', 'problem', 'okay', 'alex', 'kellie', 'hahahahahahahaa', 'face']",2
"['leave', 'ipod', 'car', 'warm']",2
['workin'],1
"['season', 'lie', 'serious', 'come', 'wait']",1
"['know', 'guess', 'hop', 'theyd', 'revitalize', 'plot', 'line', 'well', 'instead', 'revert', 'old', 'cliche']",2
"['funny', 'discuss', 'bela', 'lugosi', 'dinner', 'hi', 'apearance', 'plan', 'space', 'best', 'movie', 'ever']",2
"['mmmmmm', 'mcdonalds', 'coffee', 'soooooo', 'goodmaybe', 'go', 'hookah', 'tonight', 'abbster']",2
"['slept', 'alarm', 'wake', 'instead', 'feel', 'like', 'complete', 'tool']",2
"['great', 'site', 'photo', 'fantastic', 'useful', 'visit', 'pembroke', 'inc', 'skomer', 'june']",2
"['hubby', 'vet', 'get', 'animal', 'like', 'child', 'best', 'hope', 'ur', 'biz', 'go', 'well']",2
"['next', 'time']",1
"['akarowan', 'could', 'talk', 'probably', 'though']",0
"['holy', 'cow']",1
"['lucky', 'girl', 'also', 'wan', 'na', 'see', 'lol', 'wish', 'theyd', 'come', 'europe', 'doubt']",1
"['right', 'justintv', 'channel', 'week', 'gf', 'newborn', 'wwwjustintvkubbur']",1
"['poor', 'grace', 'need', 'date', 'cute', 'male', 'nurse']",1
"['happy', 'girl', 'world', 'best', 'weekend', 'ever', 'cant', 'wait', 'next', 'weekend', 'either', 'grateful', 'blessing']",2
"['wave', 'would', 'trend', 'high', 'bing']",1
"['youre', 'really', 'alcoholic', 'disappointed', 'seriously', 'though', 'get', 'kid']",0
"['watching', 'say', 'happy', 'mother', 'day']",2
"['st', 'day', 'work', 'today', 'bit', 'tiring', 'ok', 'lol', 'onto', 'college', 'work']",1
